id,label
10194,0.005
9306,0.005
2331,0.005
7548,0.995
9351,0.005
743,0.995
4133,0.005
3522,0.995
7506,0.005
7594,0.995
2568,0.995
4949,0.005
3300,0.005
9390,0.005
8835,0.995
566,0.005
4205,0.005
2871,0.995
5106,0.005
5191,0.995
7514,0.995
7096,0.995
9094,0.005
12031,0.005
5943,0.995
1278,0.005
9550,0.995
8582,0.005
12253,0.995
3376,0.005
1195,0.995
2280,0.995
11525,0.005
9388,0.995
1452,0.995
6204,0.005
2103,0.995
11710,0.005
6570,0.005
7704,0.995
7763,0.005
9034,0.005
8510,0.005
5488,0.995
6053,0.005
11790,0.995
4433,0.005
5657,0.005
7865,0.005
6499,0.995
4658,0.005
3345,0.995
3368,0.005
422,0.995
8750,0.005
7441,0.005
10247,0.995
3445,0.995
10195,0.995
4416,0.995
5475,0.995
6615,0.995
2648,0.995
5188,0.995
4524,0.005
7070,0.005
11979,0.995
8635,0.995
12108,0.995
9185,0.995
9016,0.005
3218,0.005
3595,0.995
10835,0.005
1486,0.995
7832,0.005
128,0.005
5086,0.995
5333,0.995
2969,0.995
6451,0.005
2196,0.995
591,0.995
5835,0.005
297,0.995
11222,0.995
2807,0.005
11076,0.005
3410,0.995
6923,0.995
7403,0.995
1576,0.995
6505,0.005
4084,0.005
8208,0.995
5732,0.995
1125,0.005
2604,0.005
7210,0.005
4893,0.005
10691,0.005
6293,0.995
4622,0.995
7493,0.995
6410,0.005
6749,0.005
4388,0.995
3192,0.995
10823,0.005
6690,0.005
818,0.995
11937,0.005
11404,0.005
7791,0.005
9764,0.995
2779,0.005
4071,0.995
6501,0.005
3948,0.995
3386,0.005
8682,0.005
4278,0.005
5143,0.995
10453,0.995
5716,0.005
2722,0.995
112,0.995
5388,0.995
3018,0.995
10230,0.778593
12016,0.005
11190,0.005
10284,0.995
5062,0.995
7225,0.005
12323,0.995
9160,0.005
4107,0.995
8109,0.005
2769,0.005
5665,0.995
597,0.995
8252,0.005
11603,0.995
2245,0.005
5850,0.005
3305,0.005
9957,0.005
662,0.005
11024,0.995
4026,0.995
9301,0.005
8409,0.005
10997,0.005
2605,0.995
2516,0.005
5273,0.995
1171,0.005
10499,0.995
6744,0.005
4665,0.995
273,0.995
11197,0.005
10642,0.995
7055,0.995
7429,0.005
3014,0.005
4161,0.995
7147,0.005
10841,0.005
6753,0.995
4363,0.005
1844,0.005
4460,0.005
7300,0.995
11167,0.005
7688,0.005
10555,0.005
3119,0.995
6688,0.995
3093,0.005
3415,0.005
9815,0.995
6260,0.995
11196,0.005
5668,0.005
8980,0.005
2164,0.005
3571,0.995
9033,0.005
6932,0.995
8231,0.005
528,0.995
10808,0.995
11484,0.005
7709,0.005
11343,0.995
3217,0.995
11674,0.463272
10092,0.995
9007,0.005
9588,0.005
6295,0.995
5278,0.995
5865,0.005
11057,0.995
5282,0.005
1314,0.995
7805,0.005
2940,0.995
4888,0.005
318,0.005
9558,0.814352
227,0.995
3746,0.005
4713,0.995
6056,0.005
5077,0.995
3402,0.005
8001,0.005
7018,0.995
8471,0.005
9375,0.995
5351,0.995
6559,0.005
8892,0.995
6850,0.995
6048,0.005
8606,0.005
8775,0.995
12481,0.005
20,0.005
6830,0.005
4691,0.995
3440,0.005
8815,0.995
4693,0.995
12354,0.410064
7676,0.005
7078,0.995
7736,0.995
4933,0.005
11538,0.005
10213,0.168669
11354,0.005
7093,0.995
2668,0.005
928,0.005
10713,0.005
1573,0.995
9339,0.005
9119,0.995
3898,0.005
8027,0.995
2947,0.005
9534,0.995
5119,0.005
680,0.005
11656,0.995
6885,0.995
1161,0.005
8979,0.005
6025,0.995
10491,0.005
2983,0.005
264,0.005
9917,0.995
7745,0.995
4516,0.995
8078,0.995
1930,0.995
6251,0.005
9574,0.005
4794,0.995
4249,0.005
3308,0.995
3562,0.995
996,0.005
2537,0.995
7869,0.995
2397,0.005
6939,0.005
5189,0.995
10524,0.995
2044,0.005
2251,0.005
7538,0.995
12343,0.005
6193,0.995
8210,0.005
3560,0.005
7525,0.005
930,0.995
9992,0.995
6809,0.995
2293,0.005
1375,0.005
1264,0.005
3417,0.995
5581,0.995
7571,0.005
10184,0.005
10272,0.005
605,0.005
8321,0.995
6176,0.995
5632,0.005
1199,0.005
7474,0.005
1415,0.005
6351,0.995
4149,0.005
1217,0.995
788,0.005
4614,0.005
6762,0.005
12372,0.005
5996,0.005
8526,0.005
4063,0.995
4685,0.995
6530,0.995
5796,0.995
2901,0.005
1351,0.995
1663,0.005
739,0.995
11387,0.995
10297,0.995
9667,0.995
10540,0.995
4701,0.005
10249,0.995
6062,0.005
5686,0.005
10124,0.995
7500,0.995
7130,0.995
698,0.005
6541,0.005
10077,0.005
6684,0.005
8284,0.005
408,0.005
9865,0.005
2487,0.995
9775,0.995
4948,0.005
6473,0.995
3576,0.005
4653,0.005
5158,0.995
5753,0.005
6602,0.995
5317,0.995
1615,0.005
6624,0.005
12427,0.995
5186,0.005
9515,0.995
650,0.995
1065,0.005
10886,0.005
2878,0.995
6234,0.005
10520,0.995
11109,0.005
12214,0.005
10614,0.005
7433,0.005
3220,0.005
6759,0.995
4804,0.995
1163,0.005
3085,0.995
9554,0.995
1507,0.005
1385,0.995
9492,0.005
4878,0.005
3357,0.995
1881,0.995
3991,0.005
5289,0.995
7914,0.995
299,0.995
6460,0.995
1843,0.005
4521,0.005
11317,0.005
6754,0.995
3640,0.005
7534,0.995
6815,0.995
4950,0.995
2812,0.005
7208,0.005
379,0.995
298,0.995
6047,0.995
8505,0.995
329,0.005
9168,0.995
2172,0.005
7982,0.995
11699,0.995
6587,0.005
4929,0.995
1395,0.995
4851,0.005
4237,0.995
11630,0.995
9104,0.005
5727,0.005
1062,0.005
11981,0.005
4197,0.005
927,0.005
9245,0.995
2798,0.995
6036,0.005
4716,0.005
7620,0.005
11178,0.995
11745,0.005
9458,0.995
10920,0.995
4979,0.995
11301,0.005
7389,0.005
8957,0.005
836,0.005
2215,0.995
7790,0.995
11028,0.005
1443,0.995
11916,0.005
9216,0.005
124,0.005
1787,0.995
11716,0.995
664,0.005
10488,0.995
7922,0.995
1650,0.016131
109,0.995
11992,0.005
10963,0.995
5,0.005
10679,0.005
1381,0.995
6529,0.995
369,0.995
4959,0.995
7319,0.995
5948,0.995
11659,0.005
11187,0.005
576,0.005
5614,0.995
6599,0.995
10818,0.005
3634,0.995
4256,0.005
7316,0.995
2295,0.995
10755,0.995
8114,0.995
11950,0.005
11835,0.995
4648,0.005
6479,0.005
10157,0.005
2413,0.005
5693,0.995
6006,0.005
2385,0.995
3558,0.995
3712,0.005
1981,0.995
2409,0.995
6319,0.995
12321,0.995
10331,0.005
5615,0.005
11383,0.995
3597,0.005
2449,0.005
5294,0.005
5374,0.005
11553,0.995
5834,0.995
1059,0.995
6395,0.995
6720,0.995
8820,0.005
6861,0.005
5017,0.995
2155,0.995
11081,0.995
6059,0.005
545,0.995
11559,0.005
11379,0.995
3585,0.995
10955,0.005
10325,0.005
6318,0.995
390,0.005
6709,0.005
8564,0.995
3458,0.005
10574,0.995
2541,0.995
1121,0.995
288,0.005
7234,0.995
6109,0.995
10343,0.005
480,0.995
1116,0.995
2046,0.995
12336,0.005
9661,0.995
3567,0.995
1869,0.005
11786,0.005
5038,0.005
4782,0.995
8182,0.995
885,0.995
6609,0.005
4219,0.995
12041,0.995
8590,0.995
10246,0.995
11737,0.005
8347,0.995
837,0.995
3930,0.005
4471,0.995
9410,0.995
4493,0.005
6889,0.005
7772,0.005
10237,0.005
2116,0.005
8202,0.995
368,0.995
5793,0.005
486,0.995
7224,0.005
8866,0.005
6755,0.005
10502,0.995
9969,0.995
4989,0.995
10068,0.005
7305,0.995
12268,0.995
11151,0.995
10364,0.995
6987,0.005
5571,0.995
4620,0.005
3705,0.005
1882,0.995
1762,0.995
3725,0.005
9324,0.005
2835,0.995
10588,0.995
9934,0.995
4497,0.005
8877,0.989461
11427,0.995
4329,0.005
4412,0.005
2857,0.005
3287,0.995
3973,0.995
1141,0.005
6723,0.005
11199,0.005
10484,0.803717
6341,0.995
7563,0.995
2137,0.0320242
371,0.995
2597,0.005
11660,0.995
7629,0.005
3327,0.995
8558,0.005
1653,0.995
10036,0.995
9565,0.995
1969,0.005
5011,0.995
5151,0.005
7444,0.005
3994,0.005
8596,0.995
2614,0.995
1047,0.005
8600,0.995
4428,0.005
5049,0.995
6442,0.005
852,0.005
4802,0.995
8630,0.995
5201,0.005
12110,0.005
6859,0.995
5861,0.005
9017,0.995
10187,0.995
2736,0.005
2227,0.005
10336,0.005
7159,0.005
1831,0.995
1971,0.005
2839,0.005
2633,0.005
8759,0.995
11671,0.995
6509,0.005
1509,0.995
7127,0.995
8476,0.995
5652,0.005
3823,0.995
5327,0.995
7598,0.005
5392,0.005
414,0.005
12173,0.005
11216,0.005
1968,0.995
9225,0.005
2420,0.995
3285,0.005
10768,0.995
7519,0.995
1726,0.995
5752,0.995
593,0.995
12352,0.995
1477,0.995
3481,0.995
4243,0.995
7591,0.995
3913,0.995
6046,0.995
12346,0.005
9093,0.995
7630,0.005
3802,0.995
5535,0.005
11607,0.005
12115,0.005
8065,0.995
11907,0.995
9621,0.005
11347,0.995
1847,0.005
8403,0.995
5831,0.995
3847,0.005
7253,0.005
8197,0.995
8189,0.005
10241,0.995
7422,0.995
12371,0.995
5198,0.995
7887,0.995
4279,0.005
6105,0.995
5311,0.005
8981,0.005
12247,0.991547
3234,0.605559
8896,0.005
8411,0.995
12082,0.995
9839,0.995
11949,0.005
4220,0.005
6812,0.005
4518,0.995
9878,0.005
1872,0.995
11575,0.995
4675,0.995
1344,0.005
4703,0.005
3628,0.005
3136,0.995
897,0.005
2728,0.005
4770,0.005
8662,0.005
1008,0.005
5025,0.005
4730,0.995
130,0.995
2135,0.995
4288,0.005
6520,0.005
6282,0.005
7049,0.005
7256,0.995
5684,0.995
7221,0.005
9359,0.005
10527,0.005
10439,0.005
3107,0.005
9576,0.995
2930,0.005
2900,0.995
7523,0.995
11324,0.005
10101,0.995
4565,0.005
9273,0.995
4222,0.005
3438,0.005
11315,0.005
5610,0.995
7527,0.005
10411,0.005
4135,0.995
7139,0.995
6656,0.005
8961,0.995
5060,0.995
7913,0.995
5550,0.995
4589,0.005
10113,0.995
2445,0.995
8718,0.005
7311,0.005
1423,0.341629
9483,0.005
32,0.005
9095,0.228474
8010,0.995
3568,0.995
3254,0.995
3505,0.995
2501,0.005
6138,0.005
12083,0.005
1805,0.005
8884,0.995
12300,0.995
11087,0.005
7898,0.995
5056,0.995
3665,0.005
313,0.005
730,0.995
7999,0.314893
7157,0.005
2308,0.995
11721,0.005
5390,0.995
2963,0.005
3272,0.995
4491,0.995
8778,0.005
10522,0.995
3388,0.005
11074,0.005
8279,0.995
8604,0.005
1401,0.995
9848,0.005
7277,0.005
1659,0.995
5606,0.005
1863,0.995
3989,0.995
9310,0.995
6334,0.005
5375,0.995
11458,0.995
4963,0.995
5335,0.005
6900,0.005
8464,0.600701
2114,0.995
6758,0.005
10565,0.995
132,0.995
2505,0.995
5338,0.005
3919,0.995
567,0.005
10066,0.005
7115,0.005
11789,0.995
5864,0.105981
2837,0.005
4181,0.005
5260,0.005
2421,0.005
6170,0.005
5180,0.995
5341,0.005
3620,0.005
11011,0.995
12243,0.005
9817,0.995
4444,0.005
11724,0.005
6584,0.005
1820,0.005
862,0.995
8099,0.005
4661,0.005
4761,0.005
10911,0.995
2869,0.005
2410,0.005
8049,0.995
7066,0.995
311,0.005
11596,0.005
763,0.995
7413,0.995
11535,0.995
948,0.005
6736,0.005
245,0.995
2023,0.005
1635,0.995
8551,0.995
75,0.005
509,0.995
6388,0.995
6750,0.005
10134,0.995
9737,0.005
12057,0.995
9795,0.005
4141,0.96953
7459,0.005
10763,0.005
7853,0.995
3678,0.005
3363,0.995
9779,0.995
10243,0.995
2363,0.005
8915,0.995
7998,0.995
3579,0.0456331
5029,0.005
8996,0.005
7703,0.005
9797,0.995
5775,0.005
3581,0.005
8077,0.995
7183,0.995
2260,0.995
9826,0.517764
10693,0.005
270,0.995
9970,0.995
10659,0.995
10494,0.995
12195,0.005
9366,0.995
3098,0.005
1447,0.005
8196,0.005
9350,0.995
11600,0.849396
5794,0.995
5563,0.005
11485,0.005
2557,0.005
2456,0.995
10310,0.005
3094,0.995
5160,0.005
9447,0.005
9399,0.005
9221,0.005
9158,0.995
8818,0.995
2090,0.005
8545,0.995
4384,0.005
12073,0.995
12207,0.995
5354,0.005
7566,0.005
2549,0.005
1866,0.995
11488,0.995
11039,0.005
9790,0.005
7138,0.995
5649,0.995
11445,0.995
3461,0.005
12345,0.005
7414,0.005
4651,0.995
5972,0.995
9294,0.995
8113,0.995
3317,0.995
10366,0.995
9061,0.995
12431,0.428384
5768,0.995
1472,0.005
11296,0.995
6533,0.005
687,0.995
4191,0.995
10819,0.005
4531,0.995
11813,0.005
378,0.005
6320,0.005
11723,0.995
6405,0.005
11086,0.005
10944,0.005
6827,0.995
7588,0.005
2405,0.005
3578,0.005
3840,0.005
11829,0.995
10730,0.995
9426,0.995
1609,0.995
7073,0.995
1940,0.995
10160,0.005
9604,0.995
3245,0.995
4513,0.005
5523,0.005
6997,0.995
9060,0.005
10191,0.005
8813,0.005
3525,0.005
7545,0.995
9806,0.995
5497,0.995
11612,0.005
7323,0.995
2987,0.005
5163,0.995
6948,0.995
8563,0.005
7928,0.995
6985,0.995
4098,0.005
738,0.995
5319,0.005
4793,0.005
6207,0.995
2904,0.995
6323,0.995
6696,0.005
1641,0.005
9473,0.995
3333,0.005
4682,0.005
6848,0.005
12047,0.005
608,0.995
135,0.005
320,0.005
6491,0.995
10449,0.995
1674,0.005
1433,0.995
3952,0.995
4877,0.005
5760,0.961206
5685,0.005
674,0.005
9070,0.005
9057,0.005
10057,0.005
10392,0.005
2297,0.995
6862,0.995
2840,0.005
6373,0.005
12469,0.005
9376,0.005
11740,0.995
5580,0.995
5482,0.005
10897,0.995
892,0.995
1856,0.995
5699,0.005
4847,0.995
11158,0.005
7452,0.005
4612,0.005
12056,0.995
3970,0.005
8085,0.005
2815,0.005
12472,0.995
9432,0.005
6284,0.995
1926,0.005
10478,0.995
11533,0.995
10637,0.005
10037,0.00502222
10690,0.005
8569,0.995
7738,0.995
3794,0.995
7004,0.005
1647,0.995
5200,0.995
9638,0.005
9292,0.005
5853,0.005
4012,0.005
683,0.005
10584,0.995
2350,0.995
10543,0.005
10334,0.005
9383,0.005
12043,0.005
3046,0.005
6664,0.995
8897,0.995
2601,0.995
9335,0.995
7072,0.995
9742,0.995
4226,0.005
4131,0.995
6276,0.005
4668,0.995
10586,0.005
10745,0.005
2265,0.005
7011,0.005
9308,0.005
12440,0.995
9470,0.995
1405,0.995
10118,0.005
11078,0.005
10050,0.005
11558,0.005
12069,0.005
256,0.005
2467,0.995
1700,0.005
7352,0.995
9637,0.995
7957,0.995
791,0.995
459,0.995
6625,0.995
8832,0.005
11044,0.995
5908,0.995
8816,0.995
10927,0.005
8071,0.005
2342,0.995
4527,0.005
7661,0.005
8152,0.005
108,0.005
3626,0.995
336,0.005
11097,0.995
269,0.995
4561,0.005
244,0.995
9670,0.005
11976,0.005
1313,0.005
27,0.995
6101,0.005
9991,0.995
7945,0.995
7169,0.995
11443,0.995
1513,0.005
9147,0.005
7610,0.005
11143,0.995
5642,0.995
8938,0.995
2636,0.005
2231,0.005
5101,0.995
4017,0.005
965,0.005
7399,0.995
2236,0.005
8598,0.005
3793,0.995
11233,0.005
59,0.995
6300,0.005
7833,0.005
1105,0.995
7871,0.005
11000,0.005
7153,0.995
7051,0.995
6129,0.005
407,0.005
12438,0.995
531,0.995
6236,0.995
4542,0.005
9897,0.005
4147,0.005
9415,0.995
1988,0.005
4011,0.005
12435,0.995
4919,0.995
9118,0.005
8276,0.995
5100,0.995
11621,0.005
2709,0.995
4745,0.995
8477,0.005
1868,0.005
11297,0.995
4166,0.995
804,0.005
1261,0.995
4849,0.995
773,0.995
7532,0.005
4393,0.995
1734,0.005
1934,0.005
4485,0.005
4952,0.995
7054,0.995
6673,0.005
1503,0.005
11392,0.005
10065,0.005
2827,0.995
7047,0.995
129,0.005
8177,0.995
10828,0.005
11382,0.995
5800,0.005
1500,0.005
3737,0.005
6532,0.995
5558,0.995
6279,0.995
1013,0.005
3662,0.005
8720,0.995
2998,0.995
5736,0.005
2519,0.005
3528,0.995
8777,0.005
2956,0.995
5826,0.995
4539,0.995
4514,0.005
2213,0.005
3150,0.995
11852,0.995
5353,0.005
9162,0.995
6674,0.995
4779,0.005
8188,0.005
8115,0.005
7521,0.995
9976,0.995
9151,0.995
3269,0.995
10233,0.995
7361,0.995
7652,0.995
2674,0.005
4479,0.005
8755,0.995
5465,0.995
12194,0.005
9613,0.995
1818,0.005
6489,0.005
11773,0.995
12395,0.005
5070,0.995
8200,0.005
3129,0.995
787,0.005
8991,0.995
1132,0.005
5704,0.005
2707,0.005
6535,0.005
8320,0.005
4983,0.005
5466,0.005
228,0.005
171,0.005
749,0.005
1945,0.005
4884,0.005
10923,0.005
4029,0.005
4813,0.005
2916,0.995
9174,0.995
1704,0.995
2992,0.995
8195,0.005
4508,0.005
213,0.005
7842,0.995
3037,0.995
4600,0.005
7826,0.995
8097,0.005
3348,0.005
6783,0.005
8986,0.995
6665,0.995
11325,0.005
8205,0.995
10147,0.995
1620,0.995
1463,0.005
3700,0.005
12100,0.00657414
6071,0.005
196,0.995
9541,0.005
1228,0.005
4024,0.995
11013,0.995
10117,0.005
2457,0.995
5321,0.005
7386,0.005
8420,0.005
2662,0.005
396,0.005
383,0.995
857,0.995
1312,0.995
10901,0.005
10959,0.995
700,0.995
7935,0.995
8241,0.005
7136,0.995
11336,0.005
10656,0.995
11440,0.005
2045,0.995
7904,0.005
125,0.005
1942,0.005
8103,0.005
4198,0.995
4777,0.005
10369,0.005
4267,0.995
10052,0.005
1017,0.005
9228,0.005
5557,0.005
12484,0.995
1466,0.005
11243,0.005
1146,0.995
10329,0.995
10380,0.995
11537,0.0129313
3313,0.005
6975,0.005
3613,0.995
10506,0.005
8633,0.995
808,0.995
10185,0.995
2259,0.995
11099,0.005
10473,0.995
8486,0.995
356,0.995
7973,0.005
12458,0.005
12084,0.005
6642,0.005
1160,0.005
6593,0.995
12403,0.995
5298,0.005
9956,0.005
6654,0.995
1498,0.995
2298,0.005
781,0.995
3331,0.995
8331,0.995
4137,0.005
7505,0.995
3112,0.995
5609,0.005
10811,0.995
1284,0.995
8006,0.005
9348,0.005
2167,0.005
3066,0.995
9468,0.005
1387,0.995
4461,0.005
242,0.995
5433,0.995
8907,0.995
10635,0.005
8592,0.995
10431,0.005
7037,0.995
3797,0.995
10181,0.995
9615,0.995
2123,0.995
1033,0.995
569,0.995
8920,0.995
4722,0.005
9753,0.005
6302,0.995
3049,0.005
9872,0.005
2214,0.995
1591,0.995
2430,0.995
1657,0.005
3743,0.005
9733,0.005
10489,0.005
3260,0.995
12061,0.995
11758,0.995
7420,0.995
3751,0.995
823,0.995
9960,0.995
1623,0.005
7578,0.995
8094,0.005
11355,0.005
830,0.005
5337,0.995
9749,0.995
8836,0.005
2925,0.995
8549,0.005
6692,0.005
2195,0.005
2639,0.005
7201,0.005
8532,0.995
4707,0.005
7373,0.005
11459,0.995
5640,0.995
10465,0.995
11004,0.005
8875,0.005
10311,0.005
330,0.005
7961,0.005
9387,0.005
4023,0.995
1782,0.995
10151,0.005
10276,0.005
478,0.005
5325,0.005
6814,0.995
4192,0.995
1035,0.005
3251,0.005
6835,0.995
11836,0.995
3084,0.005
8413,0.005
8045,0.995
8194,0.995
11501,0.005
2162,0.005
4642,0.995
8270,0.005
621,0.005
10534,0.995
10080,0.995
10794,0.70921
3535,0.995
11772,0.005
8711,0.005
5846,0.005
5982,0.005
3699,0.005
6495,0.005
7393,0.995
3969,0.995
2207,0.005
8829,0.995
2392,0.005
9421,0.995
7701,0.995
1904,0.995
9861,0.995
2935,0.005
3992,0.005
2317,0.005
6981,0.005
11521,0.948174
8051,0.995
3350,0.005
392,0.995
3500,0.842374
8342,0.995
10176,0.995
12328,0.995
10592,0.005
2665,0.005
5961,0.005
3153,0.005
9089,0.005
6680,0.005
3660,0.005
10736,0.995
5116,0.995
8883,0.995
83,0.995
9043,0.005
4895,0.995
6894,0.005
2582,0.995
3038,0.995
11928,0.99484
9835,0.995
8368,0.005
10483,0.005
7841,0.005
7508,0.005
5565,0.995
7851,0.005
11807,0.005
467,0.995
6747,0.005
1230,0.005
9830,0.995
8869,0.995
9866,0.995
1299,0.005
9786,0.972439
8516,0.995
3831,0.005
2742,0.005
4094,0.005
3732,0.005
3867,0.995
8359,0.005
5666,0.005
9429,0.005
3557,0.995
8217,0.995
6453,0.995
5448,0.995
5949,0.005
9542,0.005
10358,0.005
9808,0.995
7653,0.995
11286,0.995
2122,0.995
5847,0.005
4304,0.995
3163,0.005
8326,0.995
4966,0.995
8344,0.995
8502,0.005
733,0.005
5247,0.005
9282,0.995
4422,0.995
10014,0.005
11528,0.005
1055,0.995
2300,0.995
4199,0.995
12111,0.995
10399,0.995
1525,0.995
7783,0.995
4978,0.005
8966,0.995
748,0.005
4110,0.995
5901,0.995
10388,0.005
9602,0.995
947,0.005
4403,0.005
12361,0.995
11567,0.995
648,0.005
6613,0.005
5473,0.995
3937,0.995
2924,0.995
8379,0.995
7712,0.005
3537,0.314552
12211,0.005
4033,0.995
5398,0.005
4988,0.995
9230,0.995
4390,0.995
9040,0.995
4990,0.005
1870,0.005
9758,0.995
11306,0.995
7744,0.005
4214,0.005
9945,0.005
9690,0.995
1462,0.005
5708,0.995
9717,0.005
513,0.995
7308,0.005
9360,0.995
2564,0.005
2867,0.995
12170,0.995
11714,0.005
12017,0.995
10663,0.995
11513,0.995
1136,0.995
9651,0.995
4048,0.005
8324,0.995
6500,0.995
10868,0.005
11738,0.005
4580,0.897348
10437,0.005
11546,0.005
6670,0.995
5537,0.005
9658,0.005
9689,0.0362263
8147,0.995
2369,0.005
6431,0.0319557
8306,0.995
10217,0.676242
453,0.995
10975,0.005
6356,0.974318
10112,0.005
5501,0.995
11899,0.005
12005,0.995
8519,0.995
3201,0.995
2462,0.995
7681,0.995
1159,0.005
884,0.995
5647,0.005
2400,0.995
2856,0.995
5611,0.005
8975,0.995
2028,0.005
6148,0.995
10346,0.005
11996,0.005
1485,0.005
1325,0.005
10443,0.995
11255,0.995
938,0.005
3284,0.987738
5518,0.005
7689,0.005
2931,0.995
5339,0.995
6392,0.005
8924,0.995
2671,0.995
4778,0.995
4459,0.005
2690,0.005
10893,0.005
2563,0.005
11327,0.995
8171,0.005
1530,0.995
3477,0.005
10159,0.995
4830,0.005
11422,0.995
1293,0.005
6844,0.995
305,0.005
9486,0.005
1709,0.005
8180,0.995
7925,0.995
936,0.005
9252,0.005
10245,0.995
8036,0.005
7971,0.005
7007,0.005
8100,0.005
7625,0.995
5165,0.995
282,0.995
3523,0.995
5091,0.005
1673,0.005
5914,0.005
2927,0.995
10288,0.005
6891,0.005
8636,0.995
9435,0.995
1006,0.995
6093,0.995
9895,0.995
3747,0.005
896,0.005
4669,0.995
8323,0.995
907,0.995
1561,0.005
12015,0.995
1188,0.995
2806,0.995
9720,0.005
9789,0.995
6729,0.995
470,0.995
9755,0.005
221,0.005
932,0.005
4326,0.005
148,0.041008
12399,0.005
1471,0.995
954,0.005
10413,0.005
5883,0.995
12072,0.005
10650,0.005
8862,0.995
4294,0.995
3088,0.005
2404,0.995
1550,0.005
153,0.005
11985,0.995
9870,0.005
7769,0.995
2378,0.995
1476,0.995
5228,0.995
466,0.995
1967,0.005
7396,0.005
11632,0.005
7773,0.005
9262,0.005
9664,0.995
5627,0.005
9287,0.995
6988,0.005
4457,0.995
8281,0.995
6953,0.995
9184,0.995
3208,0.005
1153,0.005
816,0.995
4172,0.005
3768,0.995
10947,0.005
11127,0.005
7455,0.995
8736,0.995
858,0.995
3120,0.995
1135,0.005
4684,0.451972
7384,0.005
8272,0.005
348,0.995
1951,0.005
7365,0.995
8748,0.005
9662,0.005
7142,0.995
2286,0.995
7964,0.995
501,0.995
1794,0.995
7245,0.995
3209,0.995
6551,0.995
10410,0.005
1990,0.995
10354,0.995
8776,0.005
5597,0.984236
1427,0.995
1342,0.995
956,0.995
3290,0.005
5417,0.005
8074,0.995
5212,0.995
7958,0.005
6126,0.995
